HHID,ethnicity_hh
057016,Kinh and Hoa
057017,Kinh and Hoa
057018,Kinh and Hoa
057019,Kinh and Hoa
057020,Kinh and Hoa
058001,Kinh and Hoa
058002,Kinh and Hoa
058003,Kinh and Hoa
058004,Kinh and Hoa
058005,Kinh and Hoa
058006,Kinh and Hoa
058007,Kinh and Hoa
058008,Kinh and Hoa
058009,Kinh and Hoa
058010,Kinh and Hoa
058011,Kinh and Hoa
058012,Kinh and Hoa
058013,Kinh and Hoa
058014,Kinh and Hoa
058015,Kinh and Hoa
058016,Kinh and Hoa
058017,Kinh and Hoa
058018,Kinh and Hoa
058019,Kinh and Hoa
058020,Kinh and Hoa
059001,Kinh and Hoa
059002,Kinh and Hoa
059003,Kinh and Hoa
059004,Kinh and Hoa
059005,Kinh and Hoa
059006,Kinh and Hoa
059007,Kinh and Hoa
059008,Kinh and Hoa
059009,Kinh and Hoa
059010,Kinh and Hoa
059011,Kinh and Hoa
059012,Kinh and Hoa
059013,Kinh and Hoa
059014,Kinh and Hoa
059015,Kinh and Hoa
059016,Kinh and Hoa
059017,Kinh and Hoa
059018,Kinh and Hoa
059019,Kinh and Hoa
059020,Kinh and Hoa
060001,Kinh and Hoa
060002,Kinh and Hoa
060003,Kinh and Hoa
060004,Kinh and Hoa
060005,Kinh and Hoa
060006,Kinh and Hoa
060007,Kinh and Hoa
060008,Kinh and Hoa
060009,Kinh and Hoa
060010,Kinh and Hoa
060011,Kinh and Hoa
060012,Kinh and Hoa
060013,Kinh and Hoa
060014,Kinh and Hoa
060015,Kinh and Hoa
060016,Kinh and Hoa
060017,Kinh and Hoa
060018,Kinh and Hoa
060019,Kinh and Hoa
060020,Kinh and Hoa
061001,Kinh and Hoa
061002,Kinh and Hoa
061003,Kinh and Hoa
061004,Kinh and Hoa
061005,Kinh and Hoa
061006,Kinh and Hoa
061007,Kinh and Hoa
061008,Kinh and Hoa
061009,Kinh and Hoa
061010,Kinh and Hoa
061011,Kinh and Hoa
061012,Kinh and Hoa
061013,Kinh and Hoa
061014,Kinh and Hoa
061015,Kinh and Hoa
061016,Kinh and Hoa
061017,Kinh and Hoa
061018,Kinh and Hoa
061019,Kinh and Hoa
061020,Kinh and Hoa
062001,Kinh and Hoa
062002,Kinh and Hoa
062003,
062004,Kinh and Hoa
062005,Kinh and Hoa
062006,Kinh and Hoa
062007,Kinh and Hoa
062008,Kinh and Hoa
062009,Kinh and Hoa
062010,Kinh and Hoa
062011,Kinh and Hoa
062012,Kinh and Hoa
062013,Kinh and Hoa
062014,Kinh and Hoa
062015,Kinh and Hoa
062016,Kinh and Hoa
062017,Kinh and Hoa
062018,Kinh and Hoa
062019,
062020,Kinh and Hoa
063001,Kinh and Hoa
063002,Kinh and Hoa
063003,Kinh and Hoa
063004,Kinh and Hoa
063005,Kinh and Hoa
063006,Kinh and Hoa
063007,Kinh and Hoa
063008,Kinh and Hoa
063009,Kinh and Hoa
063010,Kinh and Hoa
063011,Kinh and Hoa
063012,Kinh and Hoa
063013,Kinh and Hoa
063014,Kinh and Hoa
063015,Kinh and Hoa
063016,Kinh and Hoa
063017,Kinh and Hoa
063018,Kinh and Hoa
063019,Kinh and Hoa
063020,Kinh and Hoa
064001,Kinh and Hoa
064002,Kinh and Hoa
064003,Kinh and Hoa
064004,Kinh and Hoa
064005,Kinh and Hoa
064006,
064007,Kinh and Hoa
064008,Kinh and Hoa
064009,Kinh and Hoa
064010,Kinh and Hoa
064011,
064012,Kinh and Hoa
064013,Kinh and Hoa
064014,Kinh and Hoa
064015,Kinh and Hoa
064016,
064017,
064018,Kinh and Hoa
064019,Kinh and Hoa
064020,Kinh and Hoa
065001,Kinh and Hoa
065002,Kinh and Hoa
065003,Kinh and Hoa
065004,Kinh and Hoa
065005,Kinh and Hoa
065006,Kinh and Hoa
065007,Kinh and Hoa
065008,Kinh and Hoa
065009,Kinh and Hoa
065010,Kinh and Hoa
065011,Kinh and Hoa
065012,Kinh and Hoa
065013,Kinh and Hoa
065014,Kinh and Hoa
065015,Kinh and Hoa
065016,Kinh and Hoa
065017,Kinh and Hoa
065018,Kinh and Hoa
065019,Kinh and Hoa
065020,Kinh and Hoa
066001,Kinh and Hoa
066002,Kinh and Hoa
066003,Kinh and Hoa
066004,Kinh and Hoa
066005,Kinh and Hoa
066006,Kinh and Hoa
066007,Kinh and Hoa
066008,Kinh and Hoa
066009,Kinh and Hoa
066010,
066011,Kinh and Hoa
066012,Kinh and Hoa
066013,Kinh and Hoa
066014,Kinh and Hoa
066015,Kinh and Hoa
066016,Kinh and Hoa
066017,Kinh and Hoa
066018,Kinh and Hoa
066019,Kinh and Hoa
066020,Kinh and Hoa
067001,Kinh and Hoa
067002,"Tay, Thai, Muong, Nung"
067003,Kinh and Hoa
067004,Kinh and Hoa
067005,Kinh and Hoa
067006,
067007,"Tay, Thai, Muong, Nung"
067008,Kinh and Hoa
067009,Kinh and Hoa
067010,"Tay, Thai, Muong, Nung"
067011,"Tay, Thai, Muong, Nung"
067012,"Tay, Thai, Muong, Nung"
067013,Kinh and Hoa
067014,"Tay, Thai, Muong, Nung"
067015,Kinh and Hoa
067016,"Tay, Thai, Muong, Nung"
067017,"Tay, Thai, Muong, Nung"
067018,"Tay, Thai, Muong, Nung"
067019,
067020,"Tay, Thai, Muong, Nung"
068001,Mong
068002,Mong
068003,Mong
068004,
068005,
068006,Mong
068007,Mong
068008,Mong
068009,Mong
068010,Mong
068011,
068012,Mong
068013,Mong
068014,Mong
068015,Mong
068016,Mong
068017,Mong
068018,Mong
068019,Mong
068020,Mong
069001,Mong
069002,Mong
069003,Mong
069004,Mong
069005,Mong
069006,Mong
069007,Mong
069008,Mong
069009,Mong
069010,Other/Missing
069011,Other/Missing
069012,Mong
069013,Mong
069014,Mong
069015,Mong
069016,Mong
069017,Mong
069018,Mong
069019,Mong
069020,Mong
070001,Mong
070002,Mong
070003,Mong
070004,
070005,Mong
070006,
070007,Mong
070008,Mong
070009,Mong
070010,Mong
070011,Mong
070012,Mong
070013,Mong
070014,Mong
070015,Mong
070016,Mong
070017,Mong
070018,Mong
070019,"Tay, Thai, Muong, Nung"
070020,"Tay, Thai, Muong, Nung"
071001,Mong
071002,Mong
071003,Mong
071004,Mong
071005,Mong
071006,Mong
071007,Mong
071008,Mong
071009,Mong
071010,Mong
071011,Mong
071012,Mong
071013,Mong
071014,Mong
071015,Mong
071016,Mong
071017,Mong
071018,Mong
071019,Mong
071020,Mong
072001,Mong
072002,Mong
072003,Mong
072004,Mong
072005,Mong
072006,Mong
072007,Mong
072008,Mong
072009,Mong
072010,Mong
072011,Mong
072012,Mong
072013,Mong
072014,Mong
072015,Mong
072016,Mong
072017,Mong
072018,Mong
072019,Mong
072020,"Tay, Thai, Muong, Nung"
073001,Mong
073002,Mong
073003,Mong
073004,Mong
073005,Mong
073006,Mong
073007,Mong
073008,Mong
073009,Mong
073010,Mong
073011,Mong
073012,Mong
073013,Mong
073014,Mong
073015,Mong
073016,Mong
073017,Mong
073018,Mong
073019,Mong
073020,Mong
074001,Mong
074002,Mong
074003,Mong
074004,Mong
074005,Mong
074006,Mong
074007,Other/Missing
074008,Mong
074009,Mong
074010,Mong
074011,Mong
074012,Mong
074013,Mong
074014,Mong
074015,Mong
074016,Mong
074017,Mong
074018,
074019,Mong
074020,Mong
075001,Mong
075002,Mong
075003,Mong
075004,Mong
075005,Mong
075006,Mong
075007,Mong
075008,Mong
075009,Mong
075010,Mong
075011,Mong
075012,Mong
075013,Mong
075014,Mong
075015,Mong
075016,Mong
075017,Mong
075018,Mong
075019,Mong
075020,Mong
076001,Mong
076002,Mong
076003,Mong
076004,Mong
076005,Mong
076006,Mong
076007,Mong
076008,Mong
076009,Mong
076010,Mong
076011,Mong
076012,Mong
076013,Mong
076014,Mong
076015,Mong
076016,Mong
076017,Mong
076018,Mong
076019,Mong
076020,Mong
077001,Mong
077002,Mong
077003,Mong
077004,Mong
077005,Mong
077006,Mong
077007,Mong
077008,Mong
077009,Mong
077010,Mong
077011,Mong
077012,Mong
077013,Mong
077014,Mong
077015,Mong
077016,Mong
077017,Mong
077018,Mong
077019,Mong
077020,Mong
078001,Mong
078002,Mong
078003,Mong
078004,Mong
078005,Mong
078006,Mong
078007,Mong
078008,Mong
078009,Mong
078010,Mong
078011,Mong
078012,Mong
078013,Mong
078014,Mong
078015,Mong
078016,Mong
078017,Mong
078018,Mong
078019,Mong
078020,Mong
079001,Kinh and Hoa
079002,Mong
079003,Mong
079004,Mong
079005,Mong
079006,Mong
079007,Mong
079008,Mong
079009,Mong
079010,Mong
079011,Mong
079012,Mong
079013,Mong
079014,Mong
079015,Mong
079016,Mong
079017,Mong
079018,Mong
079019,Mong
079020,Mong
080001,"Tay, Thai, Muong, Nung"
080002,"Tay, Thai, Muong, Nung"
080003,"Tay, Thai, Muong, Nung"
080004,"Tay, Thai, Muong, Nung"
080005,"Tay, Thai, Muong, Nung"
080006,"Tay, Thai, Muong, Nung"
080007,"Tay, Thai, Muong, Nung"
080008,"Tay, Thai, Muong, Nung"
080009,"Tay, Thai, Muong, Nung"
080010,"Tay, Thai, Muong, Nung"
080011,"Tay, Thai, Muong, Nung"
080012,"Tay, Thai, Muong, Nung"
080013,"Tay, Thai, Muong, Nung"
080014,"Tay, Thai, Muong, Nung"
080015,"Tay, Thai, Muong, Nung"
080016,"Tay, Thai, Muong, Nung"
080017,"Tay, Thai, Muong, Nung"
080018,"Tay, Thai, Muong, Nung"
080019,"Tay, Thai, Muong, Nung"
080020,"Tay, Thai, Muong, Nung"
081001,Kinh and Hoa
081002,Kinh and Hoa
081003,Kinh and Hoa
081004,Kinh and Hoa
081005,Kinh and Hoa
081006,"Tay, Thai, Muong, Nung"
081007,"Tay, Thai, Muong, Nung"
081008,"Tay, Thai, Muong, Nung"
081009,Kinh and Hoa
081010,Kinh and Hoa
081011,Kinh and Hoa
081012,Kinh and Hoa
081013,Kinh and Hoa
081014,"Tay, Thai, Muong, Nung"
081015,Kinh and Hoa
081016,"Tay, Thai, Muong, Nung"
081017,"Tay, Thai, Muong, Nung"
081018,Kinh and Hoa
081019,Kinh and Hoa
081020,
082001,Other/Missing
082002,Other/Missing
082003,Other/Missing
082004,Other/Missing
082005,Other/Missing
082006,Other/Missing
082007,Other/Missing
082008,Other/Missing
082009,Other/Missing
082010,Other/Missing
082011,Other/Missing
082012,Other/Missing
082013,Other/Missing
082014,Other/Missing
082015,Other/Missing
082016,Other/Missing
082017,Other/Missing
082018,Other/Missing
082019,Other/Missing
082020,Mong
083001,"Tay, Thai, Muong, Nung"
083002,"Tay, Thai, Muong, Nung"
083003,"Tay, Thai, Muong, Nung"
083004,"Tay, Thai, Muong, Nung"
083005,"Tay, Thai, Muong, Nung"
083006,"Tay, Thai, Muong, Nung"
083007,"Tay, Thai, Muong, Nung"
083008,Mong
083009,"Tay, Thai, Muong, Nung"
083010,Mong
083011,Mong
083012,Mong
083013,Mong
083014,Mong
083015,Mong
083016,Mong
083017,Mong
083018,Mong
083019,Mong
083020,
084001,Mong
084002,Mong
084003,Mong
084004,Mong
084005,Mong
084006,Mong
084007,Mong
084008,Mong
084009,
084010,Mong
084011,Mong
084012,Mong
084013,Mong
084014,Mong
084015,Mong
084016,Mong
084017,"Tay, Thai, Muong, Nung"
084018,
084019,Mong
084020,Mong
085001,"Tay, Thai, Muong, Nung"
085002,"Tay, Thai, Muong, Nung"
085003,"Tay, Thai, Muong, Nung"
085004,"Tay, Thai, Muong, Nung"
085005,"Tay, Thai, Muong, Nung"
085006,"Tay, Thai, Muong, Nung"
085007,"Tay, Thai, Muong, Nung"
085008,"Tay, Thai, Muong, Nung"
085009,"Tay, Thai, Muong, Nung"
085010,"Tay, Thai, Muong, Nung"
085011,"Tay, Thai, Muong, Nung"
085012,"Tay, Thai, Muong, Nung"
085013,"Tay, Thai, Muong, Nung"
085014,"Tay, Thai, Muong, Nung"
085015,"Tay, Thai, Muong, Nung"
085016,"Tay, Thai, Muong, Nung"
085017,"Tay, Thai, Muong, Nung"
085018,"Tay, Thai, Muong, Nung"
085019,"Tay, Thai, Muong, Nung"
085020,"Tay, Thai, Muong, Nung"
086001,"Tay, Thai, Muong, Nung"
086002,"Tay, Thai, Muong, Nung"
086003,"Tay, Thai, Muong, Nung"
086004,"Tay, Thai, Muong, Nung"
086005,"Tay, Thai, Muong, Nung"
086006,"Tay, Thai, Muong, Nung"
086007,"Tay, Thai, Muong, Nung"
086008,"Tay, Thai, Muong, Nung"
086009,"Tay, Thai, Muong, Nung"
086010,"Tay, Thai, Muong, Nung"
086011,"Tay, Thai, Muong, Nung"
086012,"Tay, Thai, Muong, Nung"
086013,
086014,"Tay, Thai, Muong, Nung"
086015,"Tay, Thai, Muong, Nung"
086016,"Tay, Thai, Muong, Nung"
086017,"Tay, Thai, Muong, Nung"
086018,"Tay, Thai, Muong, Nung"
086019,"Tay, Thai, Muong, Nung"
086020,"Tay, Thai, Muong, Nung"
087001,Mong
087002,Mong
087003,Mong
087004,Mong
087005,Mong
087006,Mong
087007,
087008,
087009,Mong
087010,Mong
087011,Mong
087012,Mong
087013,Mong
087014,Mong
087015,Mong
087016,Mong
087017,Mong
087018,Mong
087019,Mong
087020,Mong
088001,Other/Missing
088002,"Tay, Thai, Muong, Nung"
088003,"Tay, Thai, Muong, Nung"
088004,"Tay, Thai, Muong, Nung"
088005,"Tay, Thai, Muong, Nung"
088006,"Tay, Thai, Muong, Nung"
088007,"Tay, Thai, Muong, Nung"
088008,"Tay, Thai, Muong, Nung"
088009,"Tay, Thai, Muong, Nung"
088010,"Tay, Thai, Muong, Nung"
088011,"Tay, Thai, Muong, Nung"
088012,"Tay, Thai, Muong, Nung"
088013,
088014,Kinh and Hoa
088015,"Tay, Thai, Muong, Nung"
088016,"Tay, Thai, Muong, Nung"
088017,"Tay, Thai, Muong, Nung"
088018,Kinh and Hoa
088019,Other/Missing
088020,"Tay, Thai, Muong, Nung"
089001,"Tay, Thai, Muong, Nung"
089002,"Tay, Thai, Muong, Nung"
089003,"Tay, Thai, Muong, Nung"
089004,"Tay, Thai, Muong, Nung"
089005,
089006,"Tay, Thai, Muong, Nung"
089007,"Tay, Thai, Muong, Nung"
089008,"Tay, Thai, Muong, Nung"
089009,"Tay, Thai, Muong, Nung"
089010,
089011,"Tay, Thai, Muong, Nung"
089012,"Tay, Thai, Muong, Nung"
089013,Kinh and Hoa
089014,"Tay, Thai, Muong, Nung"
089015,Kinh and Hoa
089016,Kinh and Hoa
089017,Kinh and Hoa
089018,"Tay, Thai, Muong, Nung"
089019,Kinh and Hoa
089020,Kinh and Hoa
090001,Kinh and Hoa
090002,Kinh and Hoa
090003,Kinh and Hoa
090004,"Tay, Thai, Muong, Nung"
090005,Kinh and Hoa
090006,Kinh and Hoa
090007,"Tay, Thai, Muong, Nung"
090008,Kinh and Hoa
090009,"Tay, Thai, Muong, Nung"
090010,"Tay, Thai, Muong, Nung"
090011,Kinh and Hoa
090012,Kinh and Hoa
090013,Kinh and Hoa
090014,
090015,Kinh and Hoa
090016,Kinh and Hoa
090017,Kinh and Hoa
090018,Kinh and Hoa
090019,Other/Missing
090020,Kinh and Hoa
091001,Other/Missing
091002,Other/Missing
091003,Other/Missing
091004,Other/Missing
091005,Other/Missing
091006,Other/Missing
091007,Other/Missing
091008,Other/Missing
091009,Other/Missing
091010,Other/Missing
091011,Other/Missing
091012,Other/Missing
091013,Other/Missing
091014,Other/Missing
091015,Kinh and Hoa
091016,Other/Missing
091017,Other/Missing
091018,Other/Missing
091019,Other/Missing
091020,Other/Missing
092001,"Tay, Thai, Muong, Nung"
092002,"Tay, Thai, Muong, Nung"
092003,"Tay, Thai, Muong, Nung"
092004,"Tay, Thai, Muong, Nung"
092005,"Tay, Thai, Muong, Nung"
092006,"Tay, Thai, Muong, Nung"
092007,"Tay, Thai, Muong, Nung"
092008,"Tay, Thai, Muong, Nung"
092009,"Tay, Thai, Muong, Nung"
092010,"Tay, Thai, Muong, Nung"
092011,"Tay, Thai, Muong, Nung"
092012,"Tay, Thai, Muong, Nung"
092013,"Tay, Thai, Muong, Nung"
092014,"Tay, Thai, Muong, Nung"
092015,"Tay, Thai, Muong, Nung"
092016,"Tay, Thai, Muong, Nung"
092017,"Tay, Thai, Muong, Nung"
092018,"Tay, Thai, Muong, Nung"
092019,"Tay, Thai, Muong, Nung"
092020,
093001,"Tay, Thai, Muong, Nung"
093002,"Tay, Thai, Muong, Nung"
093003,"Tay, Thai, Muong, Nung"
093004,"Tay, Thai, Muong, Nung"
093005,"Tay, Thai, Muong, Nung"
093006,"Tay, Thai, Muong, Nung"
093007,"Tay, Thai, Muong, Nung"
093008,"Tay, Thai, Muong, Nung"
093009,"Tay, Thai, Muong, Nung"
093010,"Tay, Thai, Muong, Nung"
093011,"Tay, Thai, Muong, Nung"
093012,"Tay, Thai, Muong, Nung"
093013,"Tay, Thai, Muong, Nung"
093014,"Tay, Thai, Muong, Nung"
093015,"Tay, Thai, Muong, Nung"
093016,"Tay, Thai, Muong, Nung"
093017,"Tay, Thai, Muong, Nung"
093018,"Tay, Thai, Muong, Nung"
093019,"Tay, Thai, Muong, Nung"
093020,"Tay, Thai, Muong, Nung"
094001,
094002,Kinh and Hoa
094003,Other/Missing
094004,Kinh and Hoa
094005,Kinh and Hoa
094006,Kinh and Hoa
094007,Kinh and Hoa
094008,Kinh and Hoa
094009,"Tay, Thai, Muong, Nung"
094010,"Tay, Thai, Muong, Nung"
094011,"Tay, Thai, Muong, Nung"
094012,"Tay, Thai, Muong, Nung"
094013,"Tay, Thai, Muong, Nung"
094014,"Tay, Thai, Muong, Nung"
094015,"Tay, Thai, Muong, Nung"
094016,"Tay, Thai, Muong, Nung"
094017,"Tay, Thai, Muong, Nung"
094018,"Tay, Thai, Muong, Nung"
094019,"Tay, Thai, Muong, Nung"
094020,"Tay, Thai, Muong, Nung"
095001,Other/Missing
095002,Other/Missing
095003,Other/Missing
095004,Other/Missing
095005,Other/Missing
095006,Other/Missing
095007,Other/Missing
095008,Other/Missing
095009,Other/Missing
095010,Other/Missing
095011,Other/Missing
095012,Kinh and Hoa
095013,Other/Missing
095014,Other/Missing
095015,Other/Missing
095016,Other/Missing
095017,Other/Missing
095018,Other/Missing
095019,Other/Missing
095020,Other/Missing
096001,Kinh and Hoa
096002,Kinh and Hoa
096003,Other/Missing
096004,Other/Missing
096005,Kinh and Hoa
096006,Kinh and Hoa
096007,Other/Missing
096008,Kinh and Hoa
096009,Kinh and Hoa
096010,Other/Missing
096011,Kinh and Hoa
096012,Kinh and Hoa
096013,Other/Missing
096014,Other/Missing
096015,Kinh and Hoa
096016,Kinh and Hoa
096017,Kinh and Hoa
096018,Kinh and Hoa
096019,Kinh and Hoa
096020,Kinh and Hoa
097001,Other/Missing
097002,Other/Missing
097003,Other/Missing
097004,Other/Missing
097005,Other/Missing
097006,Other/Missing
097007,Other/Missing
097008,Other/Missing
097009,Other/Missing
097010,Kinh and Hoa
097011,Kinh and Hoa
097012,Kinh and Hoa
097013,Kinh and Hoa
097014,Other/Missing
097015,Other/Missing
097016,Kinh and Hoa
097017,Kinh and Hoa
097018,Kinh and Hoa
097019,Kinh and Hoa
097020,
098001,Mong
098002,Mong
098003,Mong
098004,Mong
098005,Mong
098006,Mong
098007,Mong
098008,Mong
098009,Mong
098010,Mong
098011,Mong
098012,Mong
098013,Mong
098014,Mong
098015,Mong
098016,Mong
098017,Mong
098018,Mong
098019,Mong
098020,Mong
099001,Mong
099002,Mong
099003,Mong
099004,Mong
099005,Mong
099006,Mong
099007,Mong
099008,Mong
099009,Mong
099010,Mong
099011,Mong
099012,Mong
099013,Mong
099014,Mong
099015,Mong
099016,Mong
099017,Mong
099018,Mong
099019,Mong
099020,Mong
100001,Mong
100002,Mong
100003,Mong
100004,Mong
100005,Mong
100006,Mong
100007,Mong
100008,Mong
100009,Mong
100010,Mong
100011,Mong
100012,Mong
100013,Mong
100014,Mong
100015,Mong
100016,Mong
100017,Mong
100018,Mong
100019,Mong
100020,Mong
101001,Mong
101002,Mong
101003,Mong
101004,Mong
101005,Mong
101006,Mong
101007,Mong
101008,Mong
101009,Mong
101010,Mong
101011,Mong
101012,Mong
101013,Mong
101014,Mong
101015,Mong
101016,Kinh and Hoa
101017,Mong
101018,Kinh and Hoa
101019,Kinh and Hoa
101020,Mong
102001,Mong
102002,Mong
102003,
102004,Mong
102005,Mong
102006,Mong
102007,Mong
102008,Mong
102009,Mong
102010,Mong
102011,Mong
102012,Mong
102013,Mong
102014,Mong
102015,Mong
102016,Mong
102017,Mong
102018,Mong
102019,Mong
102020,Mong
103001,Other/Missing
103002,"Tay, Thai, Muong, Nung"
103003,"Tay, Thai, Muong, Nung"
103004,"Tay, Thai, Muong, Nung"
103005,"Tay, Thai, Muong, Nung"
103006,"Tay, Thai, Muong, Nung"
103007,"Tay, Thai, Muong, Nung"
103008,"Tay, Thai, Muong, Nung"
103009,"Tay, Thai, Muong, Nung"
103010,"Tay, Thai, Muong, Nung"
103011,"Tay, Thai, Muong, Nung"
103012,"Tay, Thai, Muong, Nung"
103013,
103014,"Tay, Thai, Muong, Nung"
103015,"Tay, Thai, Muong, Nung"
103016,"Tay, Thai, Muong, Nung"
103017,"Tay, Thai, Muong, Nung"
103018,"Tay, Thai, Muong, Nung"
103019,"Tay, Thai, Muong, Nung"
103020,"Tay, Thai, Muong, Nung"
104001,Other/Missing
104002,Other/Missing
104003,Other/Missing
104004,Other/Missing
104005,Other/Missing
104006,Other/Missing
104007,Other/Missing
104008,Other/Missing
104009,Other/Missing
104010,Other/Missing
104011,Other/Missing
104012,Other/Missing
104013,Other/Missing
104014,Other/Missing
104015,Other/Missing
104016,Other/Missing
104017,Other/Missing
104018,Other/Missing
104019,Other/Missing
104020,Other/Missing
105001,Mong
105002,Mong
105003,Mong
105004,Mong
105005,Mong
105006,Mong
105007,Mong
105008,Mong
105009,Mong
105010,Kinh and Hoa
105011,Mong
105012,Mong
105013,Mong
105014,Mong
105015,Mong
105016,Kinh and Hoa
105017,Mong
105018,Mong
105019,Kinh and Hoa
105020,Mong
106001,Mong
106002,Mong
106003,Mong
106004,Mong
106005,Mong
106006,Mong
106007,Mong
106008,Mong
106009,Mong
106010,Other/Missing
106011,Kinh and Hoa
106012,Mong
106013,Mong
106014,Mong
106015,Mong
106016,Kinh and Hoa
106017,Mong
106018,Mong
106019,Mong
106020,Kinh and Hoa
107001,Other/Missing
107002,Other/Missing
107003,Other/Missing
107004,Other/Missing
107005,Other/Missing
107006,Other/Missing
107007,Other/Missing
107008,Other/Missing
107009,Other/Missing
107010,Other/Missing
107011,Other/Missing
107012,Other/Missing
107013,Other/Missing
107014,Other/Missing
107015,Other/Missing
107016,Other/Missing
107017,Other/Missing
107018,Other/Missing
107019,Other/Missing
107020,Kinh and Hoa
108001,
108002,Kinh and Hoa
108003,Kinh and Hoa
108004,Kinh and Hoa
108005,Kinh and Hoa
108006,Kinh and Hoa
108007,"Tay, Thai, Muong, Nung"
108008,Kinh and Hoa
108009,Kinh and Hoa
108010,
108011,Kinh and Hoa
108012,Kinh and Hoa
108013,Kinh and Hoa
108014,Kinh and Hoa
108015,Kinh and Hoa
108016,Kinh and Hoa
108017,
108018,Kinh and Hoa
108019,Kinh and Hoa
108020,
109001,Mong
109002,Mong
109003,Mong
109004,Mong
109005,Mong
109006,Mong
109007,Mong
109008,Mong
109009,Mong
109010,Mong
109011,Mong
109012,Mong
109013,
109014,"Tay, Thai, Muong, Nung"
109015,Kinh and Hoa
109016,Kinh and Hoa
109017,Kinh and Hoa
109018,Mong
109019,Mong
109020,Mong
110001,Mong
110002,Mong
110003,Mong
110004,Mong
110005,Mong
110006,
110007,Mong
110008,Mong
110009,Mong
110010,Mong
110011,Mong
110012,Mong
110013,Mong
110014,Mong
110015,Mong
110016,Mong
110017,
110018,Mong
110019,Mong
110020,Mong
111001,Mong
111002,Mong
111003,Mong
111004,Mong
111005,Mong
111006,Mong
111007,Mong
111008,Mong
111009,Mong
111010,Mong
111011,Mong
111012,Mong
111013,Mong
111014,Mong
111015,Mong
111016,Mong
111017,Mong
111018,Mong
111019,Mong
111020,Mong
112001,Mong
112002,Mong
112003,Mong
112004,Mong
112005,Mong
112006,Mong
112007,Mong
112008,Mong
112009,Mong
112010,Mong
112011,Mong
112012,Mong
112013,Mong
112014,Mong
112015,Mong
112016,Mong
112017,Mong
112018,Mong
112019,Mong
112020,Mong
113001,"Tay, Thai, Muong, Nung"
113002,"Tay, Thai, Muong, Nung"
113003,
113004,"Tay, Thai, Muong, Nung"
113005,"Tay, Thai, Muong, Nung"
113006,"Tay, Thai, Muong, Nung"
113007,"Tay, Thai, Muong, Nung"
113008,"Tay, Thai, Muong, Nung"
113009,"Tay, Thai, Muong, Nung"
113010,"Tay, Thai, Muong, Nung"
113011,"Tay, Thai, Muong, Nung"
113012,"Tay, Thai, Muong, Nung"
113013,"Tay, Thai, Muong, Nung"
113014,"Tay, Thai, Muong, Nung"
113015,"Tay, Thai, Muong, Nung"
113016,"Tay, Thai, Muong, Nung"
113017,
113018,
113019,
113020,"Tay, Thai, Muong, Nung"
114001,Mong
114002,Mong
114003,
114004,Mong
114005,Mong
114006,Mong
114007,Mong
114008,Mong
114009,Mong
114010,Mong
114011,Mong
114012,Mong
114013,Mong
114014,Mong
114015,Mong
114016,Mong
114017,Mong
114018,Mong
114019,
114020,
115001,Mong
115002,Mong
115003,Mong
115004,Mong
115005,Mong
115006,Mong
115007,Mong
115008,Mong
115009,Mong
115010,
115011,Mong
115012,Mong
115013,Mong
115014,Mong
115015,Mong
115016,Mong
115017,Mong
115018,Mong
115019,Mong
115020,Mong
116001,Kinh and Hoa
116002,"Tay, Thai, Muong, Nung"
116003,
116004,Kinh and Hoa
116005,Kinh and Hoa
116006,"Tay, Thai, Muong, Nung"
116007,"Tay, Thai, Muong, Nung"
116008,"Tay, Thai, Muong, Nung"
116009,"Tay, Thai, Muong, Nung"
116010,"Tay, Thai, Muong, Nung"
116011,"Tay, Thai, Muong, Nung"
116012,"Tay, Thai, Muong, Nung"
116013,Kinh and Hoa
116014,"Tay, Thai, Muong, Nung"
116015,"Tay, Thai, Muong, Nung"
116016,"Tay, Thai, Muong, Nung"
116017,"Tay, Thai, Muong, Nung"
116018,"Tay, Thai, Muong, Nung"
116019,"Tay, Thai, Muong, Nung"
116020,
117001,Mong
117002,Mong
117003,Mong
117004,Mong
117005,Mong
117006,Mong
117007,Mong
117008,Mong
117009,Mong
117010,Mong
117011,Mong
117012,Mong
117013,Mong
117014,Mong
117015,Mong
117016,Mong
117017,Mong
117018,Mong
117019,Mong
117020,Mong
118001,Mong
118002,Mong
118003,Mong
118004,Mong
118005,Mong
118006,Mong
118007,Mong
118008,Mong
118009,Mong
118010,Mong
118011,
118012,Mong
118013,Mong
118014,Mong
118015,Mong
118016,Mong
118017,Mong
118018,Mong
118019,Mong
118020,Mong
119001,"Tay, Thai, Muong, Nung"
119002,
119003,"Tay, Thai, Muong, Nung"
119004,
119005,"Tay, Thai, Muong, Nung"
119006,"Tay, Thai, Muong, Nung"
119007,"Tay, Thai, Muong, Nung"
119008,"Tay, Thai, Muong, Nung"
119009,"Tay, Thai, Muong, Nung"
119010,"Tay, Thai, Muong, Nung"
119011,"Tay, Thai, Muong, Nung"
119012,"Tay, Thai, Muong, Nung"
119013,"Tay, Thai, Muong, Nung"
119014,"Tay, Thai, Muong, Nung"
119015,
119016,"Tay, Thai, Muong, Nung"
119017,"Tay, Thai, Muong, Nung"
119018,"Tay, Thai, Muong, Nung"
119019,"Tay, Thai, Muong, Nung"
119020,"Tay, Thai, Muong, Nung"
120001,Mong
120002,Mong
120003,Mong
120004,Mong
120005,Mong
120006,Mong
120007,Mong
