HHID,HHAGE,HHSEX
076005,55.0,Male
076006,30.0,Male
076007,26.0,Male
076008,45.0,Male
076009,48.0,Male
076010,43.0,Male
076011,23.0,Male
076012,37.0,Male
076013,34.0,Male
076014,29.0,Male
076015,28.0,Male
076016,38.0,Male
076017,36.0,Male
076018,54.0,Male
076019,24.0,Male
076020,26.0,Male
077001,31.0,Male
077002,45.0,Male
077003,27.0,Male
077004,31.0,Male
077005,37.0,Male
077006,34.0,Male
077007,33.0,Male
077008,27.0,Male
077009,56.0,Male
077010,63.0,Male
077011,33.0,Male
077012,36.0,Male
077013,44.0,Male
077014,37.0,Male
077015,57.0,Male
077016,53.0,Male
077017,40.0,Male
077018,30.0,Male
077019,24.0,Male
077020,56.0,Male
078001,28.0,Male
078002,32.0,Male
078003,33.0,Male
078004,63.0,Male
078005,33.0,Male
078006,25.0,Male
078007,39.0,Male
078008,43.0,Male
078009,55.0,Male
078010,35.0,Male
078011,34.0,Male
078012,36.0,Male
078013,59.0,Male
078014,48.0,Male
078015,59.0,Male
078016,29.0,Male
078017,56.0,Male
078018,32.0,Male
078019,22.0,Male
078020,23.0,Male
079001,36.0,Male
079002,45.0,Male
079003,41.0,Male
079004,24.0,Male
079005,46.0,Male
079006,52.0,Male
079007,46.0,Male
079008,40.0,Male
079009,47.0,Female
079010,29.0,Male
079011,24.0,Male
079012,52.0,Female
079013,60.0,Male
079014,55.0,Female
079015,26.0,Male
079016,29.0,Male
079017,37.0,Male
079018,26.0,Male
079019,27.0,Female
079020,26.0,Male
080001,51.0,Male
080002,53.0,Female
080003,64.0,Male
080004,29.0,Female
080005,46.0,Male
080006,33.0,Male
080007,46.0,Male
080008,56.0,Male
080009,25.0,Male
080010,60.0,Female
080011,34.0,Male
080012,35.0,Male
080013,38.0,Male
080014,30.0,Female
080015,36.0,Male
080016,49.0,Male
080017,32.0,Male
080018,37.0,Male
080019,46.0,Male
080020,24.0,Male
081001,39.0,Male
081002,53.0,Male
081003,45.0,Male
081004,57.0,Female
081005,38.0,Male
081006,58.0,Male
081007,36.0,Female
081008,43.0,Male
081009,45.0,Male
081010,46.0,Male
081011,62.0,Male
081012,52.0,Female
081013,62.0,Female
081014,30.0,Female
081015,52.0,Male
081016,60.0,Female
081017,72.0,Female
081018,69.0,Male
081019,44.0,Male
082001,48.0,Male
082002,51.0,Female
082003,41.0,Male
082004,61.0,Male
082005,52.0,Male
082006,38.0,Male
082007,52.0,Male
082008,40.0,Female
082009,46.0,Female
082010,45.0,Male
082011,41.0,Male
082012,41.0,Male
082013,40.0,Male
082014,35.0,Male
082015,44.0,Male
082016,45.0,Female
082017,30.0,Male
082018,32.0,Male
082019,33.0,Female
082020,33.0,Male
083001,34.0,Female
083002,48.0,Male
083003,52.0,Male
083004,53.0,Male
083005,46.0,Male
083006,36.0,Male
083007,58.0,Male
083008,41.0,Male
083009,27.0,Male
083010,50.0,Female
083011,44.0,Male
083012,41.0,Male
083013,48.0,Male
083014,62.0,Male
083015,29.0,Male
083016,22.0,Female
083017,28.0,Male
083018,27.0,Male
083019,31.0,Male
084001,44.0,Male
084002,26.0,Male
084003,60.0,Male
084004,31.0,Male
084005,22.0,Male
084006,37.0,Male
084007,43.0,Male
084008,37.0,Male
084010,32.0,Male
084011,48.0,Male
084012,25.0,Male
084013,34.0,Male
084014,21.0,Male
084015,20.0,Male
084016,27.0,Female
084017,30.0,Male
084019,41.0,Male
084020,49.0,Male
085001,23.0,Male
085002,35.0,Female
085003,32.0,Male
085004,44.0,Male
085005,58.0,Male
085006,25.0,Female
085007,31.0,Female
085008,27.0,Male
085009,25.0,Male
085010,46.0,Male
085011,58.0,Male
085012,38.0,Male
085013,32.0,Male
085014,26.0,Female
085015,35.0,Male
085016,39.0,Male
085017,51.0,Male
085018,53.0,Male
085019,33.0,Male
085020,44.0,Male
086001,60.0,Male
086002,35.0,Male
086003,44.0,Male
086004,54.0,Male
086005,43.0,Male
086006,54.0,Female
086007,31.0,Female
086008,31.0,Female
086009,53.0,Male
086010,63.0,Male
086011,33.0,Male
086012,37.0,Male
086014,65.0,Male
086015,33.0,Male
086016,32.0,Male
086017,77.0,Female
086018,67.0,Female
086019,41.0,Male
086020,36.0,Male
087001,32.0,Male
087002,35.0,Male
087003,22.0,Female
087004,49.0,Male
087005,31.0,Male
087006,46.0,Male
087009,45.0,Male
087010,73.0,Male
087011,42.0,Male
087012,45.0,Male
087013,45.0,Male
087014,38.0,Male
087015,43.0,Male
087016,34.0,Male
087017,29.0,Male
087018,27.0,Male
087019,45.0,Female
087020,23.0,Male
088001,55.0,Male
088002,52.0,Female
088003,24.0,Male
088004,56.0,Male
088005,41.0,Male
088006,60.0,Female
088007,58.0,Female
088008,51.0,Male
088009,44.0,Male
088010,57.0,Female
088011,44.0,Male
088012,38.0,Male
088014,46.0,Male
088015,53.0,Male
088016,63.0,Female
088017,59.0,Male
088018,71.0,Female
088019,31.0,Male
088020,68.0,Female
089001,29.0,Male
089002,59.0,Male
089003,70.0,Female
089004,36.0,Male
089006,45.0,Male
089007,51.0,Male
089008,43.0,Male
089009,39.0,Male
089011,68.0,Female
089012,60.0,Male
089013,34.0,Male
089014,56.0,Male
089015,53.0,Male
089016,48.0,Male
089017,40.0,Male
089018,30.0,Female
089019,36.0,Female
089020,40.0,Male
090001,42.0,Female
090002,48.0,Male
090003,59.0,Male
090004,42.0,Female
090005,48.0,Male
090006,48.0,Male
090007,56.0,Male
090008,43.0,Male
090009,37.0,Female
090010,64.0,Male
090011,57.0,Male
090012,36.0,Male
090013,44.0,Female
090015,35.0,Female
090016,54.0,Female
090017,42.0,Male
090018,53.0,Female
090019,47.0,Male
090020,28.0,Male
091001,31.0,Male
091002,51.0,Male
091003,60.0,Male
091004,50.0,Female
091005,50.0,Male
091006,41.0,Male
091007,33.0,Male
091008,33.0,Male
091009,34.0,Male
091010,44.0,Male
091011,39.0,Male
091012,65.0,Male
091013,53.0,Male
091014,43.0,Male
091015,38.0,Male
091016,43.0,Male
091017,43.0,Male
091018,46.0,Male
091019,53.0,Male
091020,40.0,Male
092001,53.0,Male
092002,47.0,Male
092003,45.0,Male
092004,28.0,Female
092005,50.0,Male
092006,42.0,Male
092007,37.0,Female
092008,57.0,Male
092009,59.0,Male
092010,47.0,Male
092011,78.0,Male
092012,33.0,Male
092013,47.0,Male
092014,45.0,Male
092015,49.0,Male
092016,62.0,Male
092017,42.0,Male
092018,41.0,Male
092019,52.0,Male
093001,46.0,Male
093002,58.0,Male
093003,47.0,Male
093004,47.0,Male
093005,43.0,Male
093006,48.0,Male
093007,32.0,Male
093008,80.0,Male
093009,73.0,Male
093010,34.0,Male
093011,46.0,Male
093012,51.0,Male
093013,36.0,Male
093014,33.0,Male
093015,49.0,Male
093016,52.0,Male
093017,40.0,Male
093018,60.0,Male
093019,47.0,Male
093020,30.0,Male
094002,67.0,Female
094003,37.0,Male
094004,69.0,Male
094005,63.0,Female
094006,53.0,Male
094007,50.0,Male
094008,45.0,Female
094009,49.0,Male
094010,44.0,Male
094011,55.0,Male
094012,38.0,Male
094013,30.0,Male
094014,54.0,Female
094015,54.0,Male
094016,42.0,Male
094017,62.0,Male
094018,55.0,Male
094019,58.0,Female
094020,49.0,Male
095001,35.0,Male
095002,37.0,Male
095003,60.0,Male
095004,40.0,Male
095005,61.0,Male
095006,45.0,Male
095007,42.0,Male
095008,65.0,Female
095009,58.0,Male
095010,71.0,Male
095011,21.0,Male
095012,73.0,Female
095013,57.0,Male
095014,62.0,Male
095015,59.0,Female
095016,42.0,Male
095017,44.0,Male
095018,39.0,Male
095019,54.0,Female
095020,54.0,Female
096001,66.0,Male
096002,41.0,Male
096003,74.0,Male
096004,68.0,Male
096005,63.0,Male
096006,46.0,Male
096007,31.0,Female
096008,88.0,Female
096009,43.0,Male
096010,59.0,Male
096011,56.0,Male
096012,41.0,Male
096013,51.0,Male
096014,34.0,Female
096015,95+,Female
096016,44.0,Male
096017,41.0,Female
096018,37.0,Male
096019,61.0,Male
096020,41.0,Male
097001,70.0,Female
097002,81.0,Female
097003,36.0,Male
097004,50.0,Male
097005,47.0,Male
097006,40.0,Male
097007,47.0,Male
097008,64.0,Male
097009,46.0,Male
097010,83.0,Female
097011,34.0,Male
097012,59.0,Male
097013,37.0,Male
097014,29.0,Male
097015,44.0,Male
097016,33.0,Male
097017,35.0,Female
097018,39.0,Male
097019,34.0,Male
098001,34.0,Male
098002,25.0,Male
098003,47.0,Male
098004,75.0,Male
098005,34.0,Male
098006,49.0,Male
098007,32.0,Male
098008,43.0,Male
098009,40.0,Male
098010,35.0,Male
098011,38.0,Male
098012,30.0,Male
098013,43.0,Male
098014,38.0,Male
098015,22.0,Male
098016,34.0,Male
098017,38.0,Male
098018,40.0,Male
098019,31.0,Male
098020,47.0,Female
099001,41.0,Male
099002,57.0,Male
099003,39.0,Male
099004,53.0,Male
099005,51.0,Male
099006,44.0,Male
099007,66.0,Female
099008,36.0,Male
099009,41.0,Male
099010,28.0,Male
099011,47.0,Male
099012,44.0,Male
099013,32.0,Male
099014,30.0,Male
099015,27.0,Male
099016,37.0,Male
099017,53.0,Male
099018,32.0,Male
099019,27.0,Male
099020,25.0,Male
100001,52.0,Male
100002,46.0,Female
100003,72.0,Male
100004,29.0,Male
100005,61.0,Male
100006,28.0,Male
100007,34.0,Male
100008,31.0,Male
100009,49.0,Male
100010,32.0,Male
100011,53.0,Male
100012,61.0,Female
100013,40.0,Male
100014,38.0,Male
100015,57.0,Male
100016,27.0,Male
100017,54.0,Male
100018,26.0,Female
100019,70.0,Male
100020,63.0,Male
101001,42.0,Male
101002,44.0,Male
101003,57.0,Male
101004,60.0,Male
101005,55.0,Male
101006,29.0,Male
101007,37.0,Male
101008,46.0,Male
101009,49.0,Male
101010,30.0,Male
101011,40.0,Male
101012,45.0,Male
101013,44.0,Male
101014,32.0,Male
101015,25.0,Female
101016,53.0,Female
101017,41.0,Male
101018,38.0,Male
101019,38.0,Male
101020,23.0,Male
102001,53.0,Male
102002,30.0,Male
102004,30.0,Male
102005,41.0,Male
102006,41.0,Male
102007,38.0,Male
102008,77.0,Male
102009,62.0,Male
102010,33.0,Male
102011,32.0,Male
102012,24.0,Male
102013,31.0,Male
102014,31.0,Male
102015,30.0,Male
102016,50.0,Male
102017,34.0,Male
102018,20.0,Male
102019,44.0,Male
102020,49.0,Male
103001,50.0,Male
103002,57.0,Male
103003,44.0,Male
103004,34.0,Female
103005,32.0,Male
103006,37.0,Male
103007,44.0,Male
103008,60.0,Male
103009,27.0,Male
103010,34.0,Female
103011,51.0,Male
103012,31.0,Male
103014,49.0,Male
103015,73.0,Male
103016,40.0,Male
103017,56.0,Male
103018,71.0,Male
103019,41.0,Male
103020,55.0,Male
104001,35.0,Male
104002,35.0,Male
104003,52.0,Male
104004,47.0,Male
104005,28.0,Female
104006,38.0,Male
104007,33.0,Male
104008,38.0,Male
104009,49.0,Male
104010,51.0,Female
104011,39.0,Male
104012,36.0,Male
104013,42.0,Female
104014,43.0,Male
104015,34.0,Female
104016,45.0,Male
104017,43.0,Male
104018,46.0,Male
104019,39.0,Male
104020,24.0,Male
105001,26.0,Female
105002,35.0,Male
105003,46.0,Male
105004,29.0,Male
105005,48.0,Male
105006,41.0,Male
105007,23.0,Female
105008,27.0,Male
105009,51.0,Male
105010,64.0,Male
105011,45.0,Male
105012,20.0,Male
105013,51.0,Male
105014,36.0,Male
105015,32.0,Male
105016,40.0,Male
105017,46.0,Male
105018,44.0,Male
105019,56.0,Female
105020,33.0,Male
106001,55.0,Male
106002,50.0,Male
106003,56.0,Male
106004,39.0,Male
106005,39.0,Male
106006,37.0,Male
106007,36.0,Male
106008,43.0,Male
106009,34.0,Male
106010,59.0,Male
106011,50.0,Male
106012,51.0,Male
106013,37.0,Male
106014,28.0,Male
106015,18.0,Male
106016,60.0,Male
106017,35.0,Male
106018,37.0,Male
106019,49.0,Female
106020,58.0,Male
107001,61.0,Male
107002,56.0,Female
107003,28.0,Male
107004,30.0,Male
107005,50.0,Male
107006,30.0,Male
107007,52.0,Male
107008,26.0,Male
107009,50.0,Male
107010,49.0,Male
107011,43.0,Male
107012,47.0,Male
107013,37.0,Male
107014,43.0,Male
107015,34.0,Male
107016,46.0,Male
107017,39.0,Male
107018,33.0,Male
107019,31.0,Male
107020,82.0,Male
108002,65.0,Male
108003,82.0,Male
108004,75.0,Female
108005,60.0,Female
108006,45.0,Male
108007,77.0,Male
108008,70.0,Male
108009,74.0,Male
108011,44.0,Male
108012,83.0,Female
108013,41.0,Male
108014,44.0,Female
108015,60.0,Male
108016,60.0,Male
108018,53.0,Female
108019,61.0,Male
109001,41.0,Male
109002,23.0,Male
109003,66.0,Male
109004,60.0,Male
109005,33.0,Male
109006,31.0,Male
109007,43.0,Male
109008,43.0,Female
109009,52.0,Male
109010,31.0,Female
109011,32.0,Male
109012,54.0,Male
109014,30.0,Male
109015,36.0,Male
109016,40.0,Male
109017,46.0,Male
109018,40.0,Female
109019,27.0,Male
109020,53.0,Male
110001,56.0,Male
110002,38.0,Female
110003,58.0,Male
110004,35.0,Male
110005,30.0,Male
110007,23.0,Male
110008,36.0,Male
110009,34.0,Male
110010,30.0,Male
110011,27.0,Male
110012,49.0,Male
110013,44.0,Male
110014,35.0,Male
110015,25.0,Male
110016,21.0,Male
110018,31.0,Male
110019,22.0,Male
110020,39.0,Female
111001,32.0,Male
111002,33.0,Male
111003,22.0,Male
111004,51.0,Male
111005,45.0,Male
111006,38.0,Male
111007,41.0,Male
111008,62.0,Male
111009,28.0,Male
111010,50.0,Female
111011,31.0,Male
111012,25.0,Male
111013,55.0,Male
111014,53.0,Male
111015,42.0,Male
111016,28.0,Male
111017,26.0,Male
111018,40.0,Male
111019,36.0,Male
111020,42.0,Male
112001,68.0,Male
112002,43.0,Female
112003,43.0,Male
112004,28.0,Male
112005,43.0,Male
112006,26.0,Male
112007,38.0,Male
112008,50.0,Male
112009,56.0,Male
112010,31.0,Male
112011,35.0,Male
112012,49.0,Male
112013,74.0,Female
112014,26.0,Male
112015,47.0,Male
112016,32.0,Female
112017,42.0,Male
112018,23.0,Male
112019,36.0,Male
112020,43.0,Female
113001,56.0,Male
113002,50.0,Male
113004,50.0,Male
113005,31.0,Female
113006,62.0,Female
113007,44.0,Male
113008,47.0,Female
113009,75.0,Male
113010,42.0,Male
113011,45.0,Female
113012,50.0,Male
113013,53.0,Male
113014,56.0,Male
113015,34.0,Female
113016,40.0,Male
113020,29.0,Male
114001,50.0,Female
114002,32.0,Male
114004,56.0,Male
114005,48.0,Male
114006,33.0,Male
114007,29.0,Male
114008,24.0,Male
114009,31.0,Male
114010,33.0,Male
114011,42.0,Male
114012,34.0,Female
114013,27.0,Male
114014,71.0,Male
114015,45.0,Male
114016,23.0,Male
114017,64.0,Male
114018,57.0,Male
115001,52.0,Male
115002,42.0,Male
115003,75.0,Male
115004,50.0,Male
115005,28.0,Male
115006,50.0,Male
115007,22.0,Male
115008,31.0,Male
115009,27.0,Male
115011,48.0,Male
115012,34.0,Male
115013,51.0,Male
115014,36.0,Male
115015,57.0,Male
115016,37.0,Male
115017,31.0,Male
115018,27.0,Male
115019,27.0,Female
115020,25.0,Male
116001,56.0,Male
116002,48.0,Male
116004,64.0,Male
116005,53.0,Female
116006,36.0,Male
116007,95+,Male
116008,61.0,Female
116009,52.0,Male
116010,43.0,Male
116011,44.0,Male
116012,44.0,Male
116013,52.0,Female
116014,36.0,Male
116015,42.0,Male
116016,50.0,Female
116017,57.0,Male
116018,31.0,Male
116019,43.0,Male
117001,53.0,Female
117002,37.0,Male
117003,49.0,Male
117004,46.0,Female
117005,34.0,Male
117006,34.0,Female
117007,40.0,Male
117008,35.0,Male
117009,44.0,Female
117010,37.0,Female
117011,35.0,Male
117012,31.0,Female
117013,25.0,Male
117014,34.0,Female
117015,24.0,Male
117016,25.0,Male
117017,44.0,Male
117018,26.0,Male
117019,24.0,Male
117020,18.0,Female
118001,30.0,Male
118002,68.0,Male
118003,40.0,Male
118004,38.0,Male
118005,41.0,Male
118006,95+,Male
118007,30.0,Male
118008,70.0,Female
118009,53.0,Male
118010,73.0,Male
118012,52.0,Male
118013,44.0,Male
118014,55.0,Male
118015,28.0,Male
118016,45.0,Male
118017,41.0,Male
118018,31.0,Male
118019,35.0,Male
118020,23.0,Male
119001,49.0,Female
119003,37.0,Male
119005,38.0,Female
119006,54.0,Male
119007,52.0,Male
119008,27.0,Male
119009,54.0,Male
119010,58.0,Male
119011,38.0,Female
119012,38.0,Female
119013,46.0,Female
119014,83.0,Male
119016,28.0,Male
119017,57.0,Male
119018,32.0,Female
119019,37.0,Female
119020,44.0,Female
120001,28.0,Male
120002,37.0,Male
120003,35.0,Male
120004,25.0,Male
120005,57.0,Male
120006,30.0,Male
120007,70.0,Male
120008,53.0,Male
120009,34.0,Male
120010,33.0,Male
120011,60.0,Male
120012,27.0,Male
120013,32.0,Male
120014,38.0,Male
120016,39.0,Male
120017,43.0,Male
120018,34.0,Male
120019,63.0,Male
120020,36.0,Male
121001,36.0,Male
121002,74.0,Female
121003,23.0,Male
121004,30.0,Male
121005,37.0,Male
121006,40.0,Female
121007,64.0,Male
121008,31.0,Female
121009,40.0,Male
121010,36.0,Male
121011,25.0,Male
121012,47.0,Male
121013,36.0,Male
121014,31.0,Male
121015,42.0,Male
121016,27.0,Male
121017,56.0,Male
121018,34.0,Male
121019,26.0,Male
121020,33.0,Female
122001,48.0,Female
122002,49.0,Female
122003,48.0,Male
122004,42.0,Male
122005,35.0,Male
122006,66.0,Male
122007,60.0,Male
122008,57.0,Female
122009,54.0,Female
122010,39.0,Male
122011,45.0,Male
122012,36.0,Male
122013,56.0,Male
122014,39.0,Male
122015,46.0,Male
122016,63.0,Male
122017,30.0,Male
122018,33.0,Male
122019,35.0,Male
122020,40.0,Male
123001,45.0,Male
123002,44.0,Male
123003,46.0,Male
123004,37.0,Male
123005,25.0,Male
123006,45.0,Male
123007,74.0,Male
123008,46.0,Male
123009,25.0,Male
123010,48.0,Male
123011,28.0,Female
123012,45.0,Male
123013,50.0,Male
123014,35.0,Male
123015,30.0,Male
123016,41.0,Male
123017,44.0,Male
123018,30.0,Male
123019,34.0,Male
123020,27.0,Female
124001,43.0,Female
124002,47.0,Male
124003,47.0,Female
124004,19.0,Female
124005,34.0,Male
124006,56.0,Male
124007,42.0,Female
124008,52.0,Male
124009,46.0,Male
124010,59.0,Male
124011,59.0,Male
124012,62.0,Male
124013,34.0,Male
124014,32.0,Male
124015,26.0,Female
124016,24.0,Female
124017,57.0,Male
124018,19.0,Female
124019,25.0,Male
124020,34.0,Female
125001,45.0,Male
125002,40.0,Male
125003,25.0,Male
125004,53.0,Male
125005,18.0,Male
125006,26.0,Male
125007,38.0,Male
125008,74.0,Male
125009,46.0,Male
125010,27.0,Male
125011,72.0,Male
125012,43.0,Male
125013,24.0,Female
125014,57.0,Female
125015,50.0,Male
125016,17.0,Male
125017,60.0,Male
125018,43.0,Female
125020,31.0,Male
126001,33.0,Male
126002,68.0,Female
126003,35.0,Male
126004,55.0,Female
126005,45.0,Male
126006,50.0,Male
126007,28.0,Male
126008,42.0,Male
126009,55.0,Male
126010,50.0,Female
126011,34.0,Male
126012,60.0,Female
126013,63.0,Male
126014,45.0,Male
126015,57.0,Male
126017,53.0,Female
126018,59.0,Male
126019,35.0,Male
126020,31.0,Male
127001,35.0,Male
127002,60.0,Male
127003,45.0,Male
127004,66.0,Male
127005,31.0,Male
127006,52.0,Male
127007,53.0,Female
127008,45.0,Male
127009,56.0,Male
127010,31.0,Female
127011,28.0,Female
127012,31.0,Female
127013,32.0,Male
127014,37.0,Male
127015,35.0,Female
127016,32.0,Male
127017,43.0,Male
127018,43.0,Female
127019,30.0,Male
127020,38.0,Male
128001,25.0,Male
128002,33.0,Male
128003,46.0,Female
128004,31.0,Male
128005,29.0,Female
128006,70.0,Male
128007,40.0,Male
128008,38.0,Male
128009,28.0,Female
128010,27.0,Male
128011,61.0,Female
128012,70.0,Male
128013,36.0,Male
128014,41.0,Male
128015,38.0,Male
128016,36.0,Male
128017,56.0,Male
128018,32.0,Female
128019,54.0,Male
128020,22.0,Male
129001,38.0,Male
129002,68.0,Male
129003,48.0,Female
129004,28.0,Male
129005,36.0,Male
129006,65.0,Male
129007,24.0,Male
129008,26.0,Female
129009,46.0,Male
129010,32.0,Male
129011,42.0,Male
129012,28.0,Male
129013,34.0,Male
129014,33.0,Male
129015,37.0,Male
129016,29.0,Male
129017,34.0,Male
129018,28.0,Male
129019,24.0,Male
129020,21.0,Male
130001,49.0,Female
130002,40.0,Male
130003,69.0,Male
130004,46.0,Male
130005,58.0,Male
130006,45.0,Female
130007,35.0,Male
130008,60.0,Male
130009,89.0,Female
130010,53.0,Male
130011,62.0,Male
130012,41.0,Male
130013,62.0,Male
130014,62.0,Male
130015,45.0,Male
130016,74.0,Male
130017,58.0,Male
130018,44.0,Female
130019,25.0,Male
130020,61.0,Male
131001,33.0,Male
131002,39.0,Male
131003,41.0,Male
131004,62.0,Male
131005,30.0,Male
131006,66.0,Male
131007,44.0,Male
131008,58.0,Male
131009,27.0,Male
131010,46.0,Female
131011,41.0,Female
131012,47.0,Male
131013,15.0,Male
131014,55.0,Male
131015,54.0,Male
131016,61.0,Male
131017,42.0,Male
131019,30.0,Female
131020,33.0,Female
132001,33.0,Male
132002,26.0,Male
132003,44.0,Male
132004,38.0,Male
132005,28.0,Male
132006,46.0,Male
132007,25.0,Male
132008,34.0,Male
132009,32.0,Male
132010,35.0,Male
132011,38.0,Male
132012,38.0,Male
132013,43.0,Male
132014,27.0,Male
132015,25.0,Male
132016,19.0,Male
132017,35.0,Male
132018,36.0,Male
132019,45.0,Male
132020,63.0,Male
133001,37.0,Male
133002,45.0,Male
133003,24.0,Male
133004,55.0,Male
133005,38.0,Male
133006,46.0,Male
133007,29.0,Male
133008,40.0,Male
133009,48.0,Male
133010,34.0,Male
133011,43.0,Male
133012,19.0,Male
133013,47.0,Male
133014,51.0,Male
133015,26.0,Female
133016,30.0,Male
133017,37.0,Male
133018,44.0,Male
133019,45.0,Male
133020,37.0,Male
134001,26.0,Male
134002,58.0,Male
134003,42.0,Male
134004,45.0,Male
134005,37.0,Male
134006,53.0,Male
134007,41.0,Male
134008,51.0,Male
134009,30.0,Male
134010,36.0,Male
134012,49.0,Male
134013,50.0,Male
134014,44.0,Male
134015,40.0,Male
134016,36.0,Male
134017,32.0,Male
134018,32.0,Male
134019,34.0,Male
134020,36.0,Male
135001,32.0,Male
135002,58.0,Male
135003,50.0,Male
135004,34.0,Male
135005,61.0,Male
135006,35.0,Male
135007,41.0,Male
135008,36.0,Male
135009,56.0,Male
135010,25.0,Male
135011,60.0,Male
135012,76.0,Male
135013,66.0,Male
135014,56.0,Male
135015,61.0,Male
135016,26.0,Male
135017,52.0,Male
135018,29.0,Male
135019,59.0,Male
135020,26.0,Male
136001,27.0,Male
136002,36.0,Male
136004,37.0,Male
136005,53.0,Male
136006,37.0,Male
136007,21.0,Male
136008,50.0,Male
136009,48.0,Male
136010,37.0,Male
136011,36.0,Male
136012,31.0,Male
136013,23.0,Male
136014,44.0,Male
136016,25.0,Male
136017,32.0,Male
136018,21.0,Male
136019,43.0,Male
136020,22.0,Male
137002,51.0,Male
137003,49.0,Male
137004,33.0,Female
137005,34.0,Male
137006,38.0,Male
137007,55.0,Male
137008,55.0,Male
137010,65.0,Male
137011,37.0,Male
137012,35.0,Male
137014,38.0,Male
137016,32.0,Male
137017,21.0,Female
137018,29.0,Male
137019,47.0,Male
